Height,X,Y,RSRP,log_dist,rel_alt,az_error,tilt_total,rs_pwr_log,tx_abs_height,rx_abs_height,height_diff,cell_building_ratio,user_building_flag,cl_2,cl_5,cl_6,cl_7,cl_10,cl_11,cl_12,cl_13,cl_14,cell_cl_5,cell_cl_7
0.999999998,0.500361011,0.156293223,0.373974359,0.753150419,0.269680091,0.084888128,0,0,0,0.017921147,0.329883291,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.498194946,0.157676349,0.384615385,0.750177394,0.511257205,0.075228798,0,0,0,0.021505376,0.2980357,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.479422383,0.165975104,0.658076923,0.723719652,1.235988548,0.00308914,0,0,0,0.032258065,0.202492929,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.471480144,0.159981558,0.641025641,0.701771228,0.752834319,0.034218358,0,0,0,0.025089606,0.26618811,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.470758123,0.1604426,0.637820513,0.700556155,0.752834319,0.028741778,0,0,0,0.025089606,0.26618811,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.468592058,0.158137391,0.596153846,0.693485876,0.511257205,0.048278153,0,0,0,0.415770609,-3.205199237,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.480144404,0.165514062,0.624487179,0.724546348,0.994411434,0.001674326,0,0,0,0.028673835,0.23434052,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.474368231,0.169202397,0.602564103,0.718592361,1.235988548,0.038211888,0,0,0,0.401433692,-3.077808876,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.477978339,0.166897188,0.653846154,0.722131734,1.235988548,0.01281225,0,0,0,0.032258065,0.202492929,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.435379061,0.215767635,0.429487179,0.781994343,1.235988548,0.345337426,0,0,0,0.032258065,0.202492929,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.429602888,0.212079299,0.461538462,0.77417808,0.994411434,0.362018981,0,0,0,0.028673835,0.23434052,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.415884477,0.203319502,0.626410256,0.755221891,1.477565663,0.411790543,0,0,0,0.053763441,0.011407387,0,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.43032491,0.212540341,0.476025641,0.775164745,0.994411434,0.35981188,0,0,0,0.028673835,0.23434052,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.431046931,0.213001383,0.483589744,0.776148919,0.994411434,0.357640955,0,0,0,0.028673835,0.23434052,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.433212996,0.214384509,0.483717949,0.779085129,1.235988548,0.351338438,0,0,0,0.032258065,0.202492929,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.432490975,0.213923467,0.474871795,0.778109239,1.235988548,0.353404905,0,0,0,0.032258065,0.202492929,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.431768953,0.213462425,0.458461538,0.777130461,0.994411434,0.355505522,0,0,0,0.028673835,0.23434052,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.433935018,0.214845551,0.483846154,0.780058014,1.235988548,0.349305465,0,0,0,0.032258065,0.202492929,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.43465704,0.215306593,0.423076923,0.781027786,1.235988548,0.347305339,0,0,0,0.032258065,0.202492929,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.40433213,0.236514523,0.384615385,0.815557398,1.235988548,0.430397551,0,0,0,0.053763441,0.011407387,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.412274368,0.234209313,0.364615385,0.811552486,1.477565663,0.412095039,0,0,0,0.035842294,0.170645339,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.409386282,0.232365145,0.408076923,0.8090904,1.477565663,0.419889741,0,0,0,0.035842294,0.170645339,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.410830325,0.233287229,0.419615385,0.810318846,1.477565663,0.415952172,0,0,0,0.035842294,0.170645339,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.40866426,0.231904103,0.405641026,0.808478394,1.477565663,0.421889096,0,0,0,0.035842294,0.170645339,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.411552347,0.233748271,0.373333333,0.810935069,1.477565663,0.414013634,0,0,0,0.035842294,0.170645339,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.406498195,0.237897649,0.375,0.817235677,1.235988548,0.424675556,0,0,0,0.032258065,0.202492929,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.407220217,0.238358691,0.391025641,0.817798272,1.235988548,0.422803805,0,0,0,0.032258065,0.202492929,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.410108303,0.232826187,0.432564103,0.80970392,1.477565663,0.41791082,0,0,0,0.035842294,0.170645339,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.407942238,0.238819733,0.378205128,0.818362297,1.235988548,0.420949646,0,0,0,0.096774194,-0.370763697,0,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.394223827,0.244813278,0.307692308,0.827828633,1.235988548,0.448364916,0,0,0,0.032258065,0.202492929,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.41299639,0.234670355,0.411025641,0.812170995,1.477565663,0.410196217,0,0,0,0.035842294,0.170645339,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.405776173,0.237436607,0.467948718,0.816674603,1.235988548,0.42656502,0,0,0,0.053763441,0.011407387,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.461371841,0.151682803,0.533333333,0.671285216,0.269680091,1.883102074,0,0,0,0.017921147,0.329883291,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.398555957,0.22867681,0.429487179,0.805085167,1.477565663,0.449506269,0,0,0,0.035842294,0.170645339,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
0.999999998,0.504693141,0.164591978,0.352564103,0.762332523,0.752834319,0.037706962,0,0,0,0.100358423,-0.402611287,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.466425993,0.155832181,0.620512821,0.686507891,0.511257205,0.070264559,0,0,0,0.021505376,0.2980357,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.499638989,0.1604426,0.505128205,0.753279839,0.511257205,0.058542654,0,0,0,0.021505376,0.2980357,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.467148014,0.155371139,0.591923077,0.688160294,0.511257205,0.075887824,0,0,0,0.021505376,0.2980357,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.496750903,0.158598432,0.5,0.748218094,0.511257205,0.068517754,0,0,0,0.021505376,0.2980357,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.397833935,0.229137852,0.441538462,0.805910064,1.477565663,0.450988415,0,0,0,0.035842294,0.170645339,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.468592058,0.154449055,0.635897436,0.691502087,0.511257205,0.086673859,0,0,0,0.161290323,-0.944020323,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.481588448,0.149838635,0.358974359,0.720483152,0.269680091,1.86973674,0,0,0,0.017921147,0.329883291,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.462815884,0.150760719,0.521410256,0.675680924,0.269680091,1.872151181,0,0,0,0.017921147,0.329883291,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
0.999999998,0.465703971,0.152604887,0.683717949,0.683605224,0.511257205,0.105893384,0,0,0,0.021505376,0.2980357,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.506137184,0.163669894,0.41974359,0.763851069,0.752834319,0.044103836,0,0,0,0.100358423,-0.402611287,0,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.402166065,0.230059935,0.428846154,0.806548838,1.477565663,0.439316966,0,0,0,0.035842294,0.170645339,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
0.999999998,0.503249097,0.161825726,0.471025641,0.759066118,0.511257205,0.05262341,0,0,0,0.021505376,0.2980357,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.397111913,0.229598893,0.450897436,0.806731836,1.477565663,0.452450244,0,0,0,0.035842294,0.170645339,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.498916968,0.160903642,0.505512821,0.752388139,0.511257205,0.055171874,0,0,0,0.021505376,0.2980357,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.483754513,0.166897188,0.62474359,0.732224155,0.994411434,0.002277127,0,0,0,0.028673835,0.23434052,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.498194946,0.161364684,0.508846154,0.751503402,0.511257205,0.051750487,0,0,0,0.021505376,0.2980357,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.4,0.231443061,0.372435897,0.808932116,1.477565663,0.443855115,0,0,0,0.035842294,0.170645339,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
0.999999998,0.502527076,0.162286768,0.429102564,0.758239096,0.511257205,0.049371997,0,0,0,0.021505376,0.2980357,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.471480144,0.156293223,0.320512821,0.699266636,0.511257205,0.069825511,0,0,0,0.415770609,-3.205199237,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.501083032,0.163208852,0.442948718,0.756606305,0.511257205,0.042733245,0,0,0,0.021505376,0.2980357,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.469314079,0.157676349,0.653846154,0.694905116,0.511257205,0.053861964,0,0,0,0.415770609,-3.205199237,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.501805054,0.16274781,0.427307692,0.757419009,0.511257205,0.046075352,0,0,0,0.021505376,0.2980357,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.464981949,0.153065929,0.582435897,0.681687673,0.511257205,0.100504709,0,0,0,0.021505376,0.2980357,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.400722022,0.230982019,0.424871795,0.808140286,1.477565663,0.44236249,0,0,0,0.035842294,0.170645339,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.486642599,0.168741355,0.658076923,0.738759696,0.994411434,0.01000783,0,0,0,0.028673835,0.23434052,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.500361011,0.159981558,0.405128205,0.754178004,0.511257205,0.061863203,0,0,0,0.021505376,0.2980357,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.485920578,0.165514062,0.58974359,0.734596624,0.994411434,0.010845439,0,0,0,0.028673835,0.23434052,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.462093863,0.151221761,0.544871795,0.67348569,0.269680091,1.877525508,0,0,0,0.017921147,0.329883291,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.485198556,0.165975104,0.619615385,0.73378867,0.994411434,0.006529389,0,0,0,0.028673835,0.23434052,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.484476534,0.166436146,0.651538462,0.732997572,0.994411434,0.002155035,0,0,0,0.028673835,0.23434052,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.464259928,0.153526971,0.560897436,0.679774642,0.511257205,0.09493979,0,0,0,0.021505376,0.2980357,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.401444043,0.230520977,0.439615385,0.807345848,1.477565663,0.440849885,0,0,0,0.035842294,0.170645339,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
0.999999998,0.505415162,0.164130936,0.366923077,0.763088191,0.752834319,0.040925767,0,0,0,0.100358423,-0.402611287,0,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.470036101,0.157215307,0.583333333,0.696343045,0.511257205,0.059313379,0,0,0,0.415770609,-3.205199237,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.460649819,0.152143845,0.737179487,0.669082056,0.269680091,0.111111111,0,0,0,0.358422939,-2.695637792,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.487364621,0.168280314,0.66025641,0.739453321,0.994411434,0.00576395,0,0,0,0.028673835,0.23434052,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.441877256,0.231904103,0.474358974,0.80937853,1.719142777,0.337813432,0,0,0,0.039426523,0.138797749,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
0.999999998,0.442599278,0.232365145,0.416666667,0.81015804,1.719142777,0.336320432,0,0,0,0.039426523,0.138797749,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.516967509,0.163669894,0.25,0.777674739,0.752834319,0.051530841,0,0,0,0.100358423,-0.402611287,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.507581227,0.159520516,0.262820513,0.764278525,0.511257205,0.068568279,0,0,0,0.021505376,0.2980357,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.508303249,0.158137391,0.384615385,0.764903792,0.511257205,0.076761499,0,0,0,0.021505376,0.2980357,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.514801444,0.162286768,0.364102564,0.77454129,0.752834319,0.057343,0,0,0,0.025089606,0.26618811,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.512635379,0.16274781,0.314102564,0.771980215,0.752834319,0.053639681,0,0,0,0.025089606,0.26618811,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.509747292,0.160903642,0.396025641,0.767607857,0.511257205,0.061933311,0,0,0,0.021505376,0.2980357,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.510469314,0.161364684,0.384615385,0.768708316,0.511257205,0.059802449,0,0,0,0.021505376,0.2980357,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.513357401,0.163208852,0.302564103,0.773060719,0.752834319,0.051659163,0,0,0,0.025089606,0.26618811,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.506859206,0.159059474,0.361153846,0.763159863,0.511257205,0.070863851,0,0,0,0.021505376,0.2980357,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.514079422,0.161825726,0.35525641,0.773487501,0.752834319,0.059349522,0,0,0,0.025089606,0.26618811,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.511913357,0.1604426,0.424871795,0.770299437,0.511257205,0.065587426,0,0,0,0.021505376,0.2980357,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.511191336,0.159981558,0.479871795,0.769228196,0.511257205,0.067742218,0,0,0,0.021505376,0.2980357,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.41299639,0.180267404,0.66025641,0.685849294,0.752834319,0.450717718,0,0,0,0.025089606,0.26618811,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.450541516,0.156293223,0.608974359,0.636328228,0.511257205,0.040664536,0,0,0,0.021505376,0.2980357,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.415884477,0.163669894,0.628205128,0.583391953,0.994411434,0.487470398,0,0,0,0.161290323,-0.944020323,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.449819495,0.157676349,0.58974359,0.635759891,0.269680091,0.01609595,0,0,0,0.035842294,0.170645339,0,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.410830325,0.182572614,0.529871795,0.695967307,0.752834319,0.4600237,0,0,0,0.627240143,-5.084207068,0,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.411552347,0.181189488,0.570512821,0.690299352,0.752834319,0.458493376,0,0,0,0.025089606,0.26618811,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.999999998,0.407942238,0.184416782,0.58974359,0.704208821,0.511257205,0.473254651,0,0,0,0.623655914,-5.052359477,0,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
